dataset,species,source_filepath,cache_path,n_points,plant_id,scan_date,is_annotated,n_raw,n_after_outlier_removal,n_outliers_removed,n_predecimated,n_final,norm_scale,norm_center_x,norm_center_y,norm_center_z
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0317_a.npz,4096,M02,317.0,True,861631,823970,37661,9772,4096,170.90757751464844,-40.519264221191406,-751.313232421875,35.18349838256836
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0318.txt,../data/preprocessed/Pheno4D/Maize/M02_0318.npz,4096,M02,318.0,False,496132,477927,18205,4612,4096,139.98756408691406,-32.51968765258789,-768.2393798828125,118.09129333496094
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0319_a.npz,4096,M02,319.0,True,1133991,1095368,38623,6465,4096,197.6449737548828,-44.07310104370117,-758.9017944335938,67.32675170898438
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0320.txt,../data/preprocessed/Pheno4D/Maize/M02_0320.npz,4096,M02,320.0,False,1117499,1073233,44266,5984,4096,225.96070861816406,-46.94218826293945,-752.4898681640625,108.99995422363281
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0321_a.npz,4096,M02,321.0,True,1444663,1393450,51213,6008,4096,250.72740173339844,-60.49210739135742,-761.2792358398438,116.26296997070312
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0322.txt,../data/preprocessed/Pheno4D/Maize/M02_0322.npz,4096,M02,322.0,False,825218,793724,31494,4143,4096,228.11795043945312,-67.56047821044922,-794.372802734375,192.28839111328125
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0324_a.npz,4096,M02,324.0,True,1311008,1262459,48549,5307,4096,242.88876342773438,-78.77238464355469,-803.1688232421875,182.7637939453125
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0325_a.npz,4096,M02,325.0,True,1671990,1614584,57406,4693,4096,251.54205322265625,-80.49178314208984,-807.2171630859375,207.04281616210938
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0313_a.npz,4096,M03,313.0,True,1300217,1253314,46903,15927,4096,72.27964782714844,-42.451255798339844,-738.5318603515625,-2.938960075378418
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0314.txt,../data/preprocessed/Pheno4D/Maize/M03_0314.npz,4096,M03,314.0,False,1490615,1443297,47318,16723,4096,70.39793395996094,-45.14046096801758,-740.4810180664062,-1.4718190431594849
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0315_a.npz,4096,M03,315.0,True,1649077,1585252,63825,14917,4096,92.7954330444336,-42.856956481933594,-738.8040771484375,1.3876444101333618
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0316.txt,../data/preprocessed/Pheno4D/Maize/M03_0316.npz,4096,M03,316.0,False,1175732,1129778,45954,14230,4096,114.80479431152344,-44.01173782348633,-738.1824340820312,6.650447845458984
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0317_a.npz,4096,M03,317.0,True,668618,640959,27659,12849,4096,140.37347412109375,-47.13115310668945,-740.944091796875,16.95085334777832
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0319_a.npz,4096,M03,319.0,True,642081,616906,25175,7515,4096,189.62510681152344,-42.244110107421875,-741.1741333007812,46.47554016113281
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0320.txt,../data/preprocessed/Pheno4D/Maize/M03_0320.npz,4096,M03,320.0,False,911965,875149,36816,6855,4096,240.4788360595703,-51.4466438293457,-745.8223266601562,58.183345794677734
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0321_a.npz,4096,M03,321.0,True,932736,892186,40550,6633,4096,241.49143981933594,-57.29890441894531,-766.9204711914062,84.39418029785156
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0322.txt,../data/preprocessed/Pheno4D/Maize/M03_0322.npz,4096,M03,322.0,False,623026,599633,23393,599633,4096,202.99810791015625,-55.908878326416016,-795.0162963867188,183.57150268554688
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0324_a.npz,4096,M03,324.0,True,1180753,1140232,40521,4730,4096,283.9858093261719,-53.85834503173828,-786.6765747070312,143.33445739746094
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M03_0325_a.npz,4096,M03,325.0,True,1059324,1019455,39869,1019455,4096,250.18453979492188,-50.4418830871582,-805.93994140625,212.49502563476562
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0313_a.npz,4096,M04,313.0,True,1246633,1197558,49075,15185,4096,69.8922119140625,-49.866798400878906,-737.3374633789062,-1.9329315423965454
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0314.txt,../data/preprocessed/Pheno4D/Maize/M04_0314.npz,4096,M04,314.0,False,937599,902099,35500,14963,4096,72.15393829345703,-50.54964828491211,-742.5201416015625,0.8094772696495056
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0315_a.npz,4096,M04,315.0,True,1507771,1450744,57027,13796,4096,100.8617172241211,-48.76901626586914,-740.8102416992188,4.485106468200684
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0316.txt,../data/preprocessed/Pheno4D/Maize/M04_0316.npz,4096,M04,316.0,False,1075895,1032224,43671,13442,4096,123.56755065917969,-46.71851348876953,-743.2635498046875,11.311602592468262
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0317_a.npz,4096,M04,317.0,True,723025,694071,28954,10942,4096,149.84817504882812,-47.613433837890625,-744.60498046875,24.14215087890625
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0318.txt,../data/preprocessed/Pheno4D/Maize/M04_0318.npz,4096,M04,318.0,False,403938,391678,12260,391678,4096,144.1166534423828,-34.8595085144043,-762.9464111328125,123.50625610351562
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0319_a.npz,4096,M04,319.0,True,933060,898074,34986,7251,4096,206.2719268798828,-38.7649040222168,-745.412353515625,58.57190704345703
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0320.txt,../data/preprocessed/Pheno4D/Maize/M04_0320.npz,4096,M04,320.0,False,889035,851541,37494,5797,4096,247.03558349609375,-45.29075241088867,-763.4720458984375,94.33654022216797
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0321_a.npz,4096,M04,321.0,True,955996,921665,34331,5827,4096,260.7900695800781,-60.909183502197266,-772.1300048828125,117.66699981689453
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0322.txt,../data/preprocessed/Pheno4D/Maize/M04_0322.npz,4096,M04,322.0,False,943316,899896,43420,899896,4096,233.43528747558594,-43.20444869995117,-772.8516235351562,192.6879119873047
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0324_a.npz,4096,M04,324.0,True,1424892,1373401,51491,5783,4096,345.6800537109375,-46.312591552734375,-765.7144775390625,143.1286163330078
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M04_0325_a.npz,4096,M04,325.0,True,2113422,2032426,80996,5604,4096,284.892578125,-52.99630355834961,-776.3475341796875,184.55584716796875
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0313_a.npz,4096,M05,313.0,True,1865929,1787686,78243,15535,4096,68.61023712158203,-46.20137405395508,-740.2551879882812,-4.101635456085205
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0314.txt,../data/preprocessed/Pheno4D/Maize/M05_0314.npz,4096,M05,314.0,False,1873556,1802247,71309,20362,4096,70.24752044677734,-47.014652252197266,-739.5172119140625,-3.7473602294921875
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0315_a.npz,4096,M05,315.0,True,1948620,1874514,74106,15280,4096,70.38248443603516,-46.95460891723633,-738.2584228515625,-2.9714035987854004
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0316.txt,../data/preprocessed/Pheno4D/Maize/M05_0316.npz,4096,M05,316.0,False,1328413,1277661,50752,16860,4096,76.4636001586914,-45.466800689697266,-739.5403442382812,-1.154484510421753
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0317_a.npz,4096,M05,317.0,True,727870,700450,27420,14410,4096,93.88960266113281,-42.71663284301758,-741.5048828125,2.4846441745758057
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0318.txt,../data/preprocessed/Pheno4D/Maize/M05_0318.npz,4096,M05,318.0,False,465873,446591,19282,10627,4096,125.96946716308594,-39.29343795776367,-743.8248291015625,9.813315391540527
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0319_a.npz,4096,M05,319.0,True,659856,636183,23673,10577,4096,145.31610107421875,-40.1018180847168,-748.139892578125,13.918646812438965
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0320.txt,../data/preprocessed/Pheno4D/Maize/M05_0320.npz,4096,M05,320.0,False,567138,539155,27983,8022,4096,153.7201385498047,-39.694740295410156,-743.5389404296875,39.28938674926758
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0321_a.npz,4096,M05,321.0,True,658827,632837,25990,10788,4096,167.03488159179688,-40.475860595703125,-754.4738159179688,33.33420181274414
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0322.txt,../data/preprocessed/Pheno4D/Maize/M05_0322.npz,4096,M05,322.0,False,585356,551953,33403,6222,4096,158.68890380859375,-45.907814025878906,-764.8690795898438,63.095638275146484
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0324_a.npz,4096,M05,324.0,True,1172940,1127008,45932,6886,4096,208.62510681152344,-39.96308898925781,-756.7506713867188,72.75119018554688
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M05_0325_a.npz,4096,M05,325.0,True,1025838,983192,42646,6586,4096,213.15567016601562,-33.02399826049805,-768.1727294921875,100.37689208984375
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0313_a.npz,4096,M06,313.0,True,1448529,1385724,62805,13669,4096,76.65151977539062,-53.61827087402344,-733.2365112304688,-3.534252882003784
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0314.txt,../data/preprocessed/Pheno4D/Maize/M06_0314.npz,4096,M06,314.0,False,2245774,2164602,81172,19135,4096,69.98410034179688,-46.05933380126953,-736.6213989257812,-2.2761425971984863
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0315_a.npz,4096,M06,315.0,True,1678327,1615776,62551,16098,4096,88.04608154296875,-49.630245208740234,-732.6395263671875,1.6936609745025635
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0316.txt,../data/preprocessed/Pheno4D/Maize/M06_0316.npz,4096,M06,316.0,False,842632,809194,33438,13267,4096,110.19274139404297,-50.89895248413086,-737.5701293945312,9.718108177185059
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0317_a.npz,4096,M06,317.0,True,672008,644147,27861,11381,4096,146.3309326171875,-45.464839935302734,-741.0018310546875,17.27237319946289
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0318.txt,../data/preprocessed/Pheno4D/Maize/M06_0318.npz,4096,M06,318.0,False,746844,711272,35572,6747,4096,172.52366638183594,-37.54444122314453,-753.2891235351562,48.2536735534668
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0319_a.npz,4096,M06,319.0,True,652803,622148,30655,5822,4096,192.9364013671875,-43.288536071777344,-743.2186279296875,67.83247375488281
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0320.txt,../data/preprocessed/Pheno4D/Maize/M06_0320.npz,4096,M06,320.0,False,899413,858862,40551,4685,4096,199.37139892578125,-36.65077209472656,-777.9990234375,123.4932632446289
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0321_a.npz,4096,M06,321.0,True,921660,883911,37749,6124,4096,241.8414306640625,-48.35652542114258,-762.2926025390625,99.79081726074219
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0322.txt,../data/preprocessed/Pheno4D/Maize/M06_0322.npz,4096,M06,322.0,False,688301,661205,27096,661205,4096,218.70989990234375,-44.13699722290039,-773.8300170898438,151.81285095214844
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0324_a.npz,4096,M06,324.0,True,1108459,1061991,46468,5053,4096,335.35723876953125,-35.41739273071289,-738.380615234375,128.3137969970703
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M06_0325_a.npz,4096,M06,325.0,True,830456,795410,35046,4769,4096,336.4580383300781,-29.700103759765625,-767.9126586914062,154.65737915039062
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0313_a.npz,4096,M07,313.0,True,1568143,1511534,56609,16658,4096,80.76119232177734,-44.93349838256836,-742.215087890625,0.8347988128662109
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0314.txt,../data/preprocessed/Pheno4D/Maize/M07_0314.npz,4096,M07,314.0,False,1350651,1299940,50711,14665,4096,102.74098205566406,-45.164005279541016,-745.6482543945312,4.789467811584473
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0315_a.npz,4096,M07,315.0,True,1465342,1408278,57064,12927,4096,127.52851104736328,-41.23860549926758,-746.080078125,12.900744438171387
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0316.txt,../data/preprocessed/Pheno4D/Maize/M07_0316.npz,4096,M07,316.0,False,1299126,1240278,58848,13744,4096,141.90188598632812,-44.97664260864258,-737.8193969726562,20.665685653686523
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0317_a.npz,4096,M07,317.0,True,708192,679221,28971,9639,4096,179.15225219726562,-39.171695709228516,-739.5645141601562,30.396150588989258
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0318.txt,../data/preprocessed/Pheno4D/Maize/M07_0318.npz,4096,M07,318.0,False,606826,580228,26598,580228,4096,154.02850341796875,-36.903541564941406,-752.4046630859375,128.6896514892578
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0319_a.npz,4096,M07,319.0,True,852409,815344,37065,6761,4096,231.09347534179688,-44.518798828125,-749.69921875,77.25956726074219
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0320.txt,../data/preprocessed/Pheno4D/Maize/M07_0320.npz,4096,M07,320.0,False,974427,935913,38514,4176,4096,205.16860961914062,-32.730220794677734,-802.6641845703125,137.15736389160156
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0321_a.npz,4096,M07,321.0,True,1133557,1086948,46609,5174,4096,241.98471069335938,-50.17584991455078,-785.2454223632812,117.61329650878906
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0322.txt,../data/preprocessed/Pheno4D/Maize/M07_0322.npz,4096,M07,322.0,False,1395651,1340923,54728,1340923,4096,258.33880615234375,-42.357547760009766,-780.3165283203125,155.8195343017578
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0324_a.npz,4096,M07,324.0,True,1308211,1258940,49271,4585,4096,282.16632080078125,-64.62140655517578,-773.1791381835938,202.92002868652344
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M07_0325_a.npz,4096,M07,325.0,True,1214597,1169686,44911,4268,4096,267.1298522949219,-56.42897415161133,-770.3443603515625,242.53518676757812
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0305_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0305_a.npz,4096,T01,305.0,True,1962709,1901769,60940,19896,4096,70.2424545288086,-44.650367736816406,-742.9461669921875,-0.8096433281898499
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0306.txt,../data/preprocessed/Pheno4D/Tomato/T01_0306.npz,4096,T01,306.0,False,2333758,2249667,84091,21502,4096,65.86251068115234,-46.04840850830078,-743.9570922851562,-1.740878701210022
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0307_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0307_a.npz,4096,T01,307.0,True,1921834,1848347,73487,18772,4096,75.39727020263672,-47.707855224609375,-740.705322265625,-2.63323974609375
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0308.txt,../data/preprocessed/Pheno4D/Tomato/T01_0308.npz,4096,T01,308.0,False,2235404,2156832,78572,21507,4096,71.29261016845703,-45.28704833984375,-748.6259155273438,-2.3561902046203613
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0309_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0309_a.npz,4096,T01,309.0,True,2177884,2097164,80720,17040,4096,74.3187484741211,-45.765865325927734,-744.2276000976562,-2.2650396823883057
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0310.txt,../data/preprocessed/Pheno4D/Tomato/T01_0310.npz,4096,T01,310.0,False,2021358,1952174,69184,22697,4096,70.53668975830078,-44.8827018737793,-748.8834228515625,-1.4607319831848145
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0311_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0311_a.npz,4096,T01,311.0,True,2080173,2004600,75573,17498,4096,76.08610534667969,-43.98080062866211,-745.451904296875,-0.834721028804779
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0312.txt,../data/preprocessed/Pheno4D/Tomato/T01_0312.npz,4096,T01,312.0,False,2364898,2272997,91901,21901,4096,69.63530731201172,-45.02655029296875,-747.1267700195312,1.0538923740386963
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0313_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0313_a.npz,4096,T01,313.0,True,1924288,1845512,78776,19140,4096,74.4842758178711,-43.4925651550293,-751.2091064453125,2.3586838245391846
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0314.txt,../data/preprocessed/Pheno4D/Tomato/T01_0314.npz,4096,T01,314.0,False,2590126,2491713,98413,21071,4096,78.63682556152344,-42.66983413696289,-747.7076416015625,5.726601600646973
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0315_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0315_a.npz,4096,T01,315.0,True,2438364,2339336,99028,19365,4096,86.49346923828125,-41.23754119873047,-749.447509765625,8.276701927185059
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0316.txt,../data/preprocessed/Pheno4D/Tomato/T01_0316.npz,4096,T01,316.0,False,2338321,2247503,90818,19088,4096,87.4521713256836,-36.03659439086914,-758.1396484375,16.127025604248047
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0317_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0317_a.npz,4096,T01,317.0,True,2450405,2348558,101847,16085,4096,101.6163101196289,-36.625640869140625,-763.5656127929688,23.306589126586914
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0318.txt,../data/preprocessed/Pheno4D/Tomato/T01_0318.npz,4096,T01,318.0,False,3315180,3191962,123218,20829,4096,117.15996551513672,-33.106361389160156,-755.2536010742188,23.303691864013672
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0319_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0319_a.npz,4096,T01,319.0,True,2476596,2379818,96778,17142,4096,117.73814392089844,-31.999290466308594,-763.125732421875,32.64584732055664
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0320.txt,../data/preprocessed/Pheno4D/Tomato/T01_0320.npz,4096,T01,320.0,False,2049497,1975920,73577,18860,4096,128.10263061523438,-30.77819061279297,-759.4880981445312,39.940391540527344
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0321_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0321_a.npz,4096,T01,321.0,True,1672545,1618960,53585,18104,4096,131.4343719482422,-37.56858444213867,-771.1673583984375,50.837379455566406
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0322.txt,../data/preprocessed/Pheno4D/Tomato/T01_0322.npz,4096,T01,322.0,False,3549532,3428323,121209,19722,4096,134.62783813476562,-29.748035430908203,-767.4832763671875,55.97580337524414
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0324_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0324_a.npz,4096,T01,324.0,True,2932759,2836742,96017,15802,4096,149.63755798339844,-31.34114646911621,-774.78173828125,74.17831420898438
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0325_a.txt,../data/preprocessed/Pheno4D/Tomato/T01_0325_a.npz,4096,T01,325.0,True,3011661,2908247,103414,16198,4096,163.1439208984375,-29.850433349609375,-781.9520874023438,73.74800109863281
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0305_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0305_a.npz,4096,T02,305.0,True,1518307,1456203,62104,20255,4096,64.58423614501953,-43.44073486328125,-740.8843994140625,-1.9260188341140747
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0306.txt,../data/preprocessed/Pheno4D/Tomato/T02_0306.npz,4096,T02,306.0,False,2123798,2040017,83781,17525,4096,67.15582275390625,-43.218353271484375,-740.34423828125,-2.1839895248413086
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0307_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0307_a.npz,4096,T02,307.0,True,2660027,2566481,93546,21165,4096,69.03639221191406,-46.10968017578125,-743.0955200195312,-2.8724074363708496
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0308.txt,../data/preprocessed/Pheno4D/Tomato/T02_0308.npz,4096,T02,308.0,False,2489847,2411562,78285,19706,4096,69.60626983642578,-47.06517028808594,-743.3302612304688,-2.966949462890625
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0309_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0309_a.npz,4096,T02,309.0,True,2530683,2428315,102368,16646,4096,68.68151092529297,-45.145877838134766,-741.0437622070312,-3.164438486099243
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0310.txt,../data/preprocessed/Pheno4D/Tomato/T02_0310.npz,4096,T02,310.0,False,2522145,2439076,83069,21081,4096,70.60899353027344,-46.239620208740234,-745.5703125,-3.382070779800415
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0311_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0311_a.npz,4096,T02,311.0,True,2801320,2699448,101872,20376,4096,68.01132202148438,-44.97553634643555,-740.4749755859375,-3.1317648887634277
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0312.txt,../data/preprocessed/Pheno4D/Tomato/T02_0312.npz,4096,T02,312.0,False,1893636,1825508,68128,22349,4096,69.02225494384766,-44.077430725097656,-746.7096557617188,-2.452057123184204
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0313_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0313_a.npz,4096,T02,313.0,True,3583327,3444182,139145,21529,4096,69.76870727539062,-45.848297119140625,-741.2172241210938,-2.3857502937316895
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0314.txt,../data/preprocessed/Pheno4D/Tomato/T02_0314.npz,4096,T02,314.0,False,2498242,2412321,85921,21916,4096,71.39153289794922,-47.762027740478516,-742.1760864257812,0.2348228096961975
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0315_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0315_a.npz,4096,T02,315.0,True,2136519,2047423,89096,19701,4096,70.12581634521484,-47.10739517211914,-743.1884155273438,3.011646032333374
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0316.txt,../data/preprocessed/Pheno4D/Tomato/T02_0316.npz,4096,T02,316.0,False,1971875,1893990,77885,21381,4096,73.5716781616211,-49.31110382080078,-745.5579833984375,7.016777515411377
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0317_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0317_a.npz,4096,T02,317.0,True,2842484,2713476,129008,20377,4096,76.2440414428711,-50.18095779418945,-745.9091186523438,9.126834869384766
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0318.txt,../data/preprocessed/Pheno4D/Tomato/T02_0318.npz,4096,T02,318.0,False,3396696,3250158,146538,22822,4096,82.7048110961914,-52.51438903808594,-745.1775512695312,13.105440139770508
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0319_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0319_a.npz,4096,T02,319.0,True,1542285,1477498,64787,15661,4096,96.83699798583984,-54.385986328125,-752.1094970703125,29.721899032592773
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0320.txt,../data/preprocessed/Pheno4D/Tomato/T02_0320.npz,4096,T02,320.0,False,2133645,2047222,86423,17612,4096,103.86691284179688,-60.40026092529297,-752.7332763671875,27.3614444732666
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0321_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0321_a.npz,4096,T02,321.0,True,1774166,1719192,54974,16288,4096,103.1021957397461,-82.76683044433594,-768.887451171875,18.615840911865234
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0322.txt,../data/preprocessed/Pheno4D/Tomato/T02_0322.npz,4096,T02,322.0,False,2735081,2624916,110165,18247,4096,110.30201721191406,-66.92729187011719,-763.25634765625,34.41077423095703
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0324_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0324_a.npz,4096,T02,324.0,True,3311762,3195449,116313,19273,4096,134.6425323486328,-83.01744079589844,-737.85302734375,40.5247802734375
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0325_a.txt,../data/preprocessed/Pheno4D/Tomato/T02_0325_a.npz,4096,T02,325.0,True,3455376,3330829,124547,17914,4096,143.10215759277344,-78.1204833984375,-746.9031372070312,50.518470764160156
